CodeFamily,Category,Label,Operator,Toggle
xyz2,Stabilizer,S_111,X103 Z110 Y111 Y117 Z118 X124,X106 X107 X108 X109 X110
xyz2,Stabilizer,S_112,X118 Z124 Y125 Y130 Z131 X136,X125
xyz2,Stabilizer,S_113,X25 Z30 Y31 Y36 Z37 X43,X30
xyz2,Stabilizer,S_114,X37 Z43 Y44 Y50 Z51 X58,X51 X52 X53 X54 X55
xyz2,Stabilizer,S_115,X51 Z58 Y59 Y66 Z67 X75,X56 X57 X58
xyz2,Stabilizer,S_116,X67 Z75 Y76 Y84 Z85 X93,X72 X73 X74 X84
xyz2,Stabilizer,S_117,X85 Z93 Y94 Y101 Z102 X109,X94 X103 X104 Y112 Z119
xyz2,Stabilizer,S_118,X102 Z109 Y110 Y116 Z117 X123,X106 X107 X108 X109
xyz2,Stabilizer,S_119,X117 Z123 Y124 Y129 Z130 X135,X124 X125
xyz2,Stabilizer,S_120,X130 Z135 Y136 Y140 Z141 X145,X132 X133 X134 X135
xyz2,Stabilizer,S_121,X36 Z42 Y43 Y49 Z50 X57,X50 X51 X52 X53 X54 X55
xyz2,Stabilizer,S_122,X50 Z57 Y58 Y65 Z66 X74,X56 X57
xyz2,Stabilizer,S_123,X66 Z74 Y75 Y83 Z84 X92,X72 X73 X74
xyz2,Stabilizer,S_124,X84 Z92 Y93 Y100 Z101 X108,X93 X94 X103 X104 Y112 Z119
xyz2,Stabilizer,S_125,X101 Z108 Y109 Y115 Z116 X122,X106 X107 X108
xyz2,Stabilizer,S_126,X116 Z122 Y123 Y128 Z129 X134,X123 X124 X125
xyz2,Stabilizer,S_127,X129 Z134 Y135 Y139 Z140 X144,X132 X133 X134
xyz2,Stabilizer,S_128,X140 Z144 Y145 Y148 Z149 X152,X145
xyz2,Stabilizer,S_129,X49 Z56 Y57 Y64 Z65 X73,X56
xyz2,Stabilizer,S_130,X65 Z73 Y74 Y82 Z83 X91,X72 X73
xyz2,Stabilizer,S_131,X83 Z91 Y92 Y99 Z100 X107,X92 X93 X94 X103 X104 Y112 Z119
xyz2,Stabilizer,S_132,X100 Z107 Y108 Y114 Z115 X121,X106 X107
xyz2,Stabilizer,S_133,X115 Z121 Y122 Y127 Z128 X133,X122 X123 X124 X125
xyz2,Stabilizer,S_134,X128 Z133 Y134 Y138 Z139 X143,X132 X133
xyz2,Stabilizer,S_135,X139 Z143 Y144 Y147 Z148 X151,X144 X145
xyz2,Stabilizer,S_136,X148 Z151 Y152 Y154 Z155 X157,X150 X151
xyz2,Stabilizer,S_137,X64 Z72 Y73 Y81 Z82 X90,X72
xyz2,Stabilizer,S_138,X82 Z90 Y91 Y98 Z99 X106,X91 X92 X93 X94 X103 X104 Y112 Z119
xyz2,Stabilizer,S_139,X99 Z106 Y107 Y113 Z114 X120,X106
xyz2,Stabilizer,S_140,X114 Z120 Y121 Y126 Z127 X132,X121 X122 X123 X124 X125
xyz2,Stabilizer,S_141,X127 Z132 Y133 Y137 Z138 X142,X132
xyz2,Stabilizer,S_142,X138 Z142 Y143 Y146 Z147 X150,X143 X144 X145
xyz2,Stabilizer,S_143,X147 Z150 Y151 Y153 Z154 X156,X150
xyz2,Stabilizer,S_144,X154 Z156 Y157 Y158 Z159 X160,X157
xyz2,Stabilizer,S_145,Y0 Z1 X2,X1
xyz2,Stabilizer,S_146,Y6 Z9 X12,X9 X10 X11
xyz2,Stabilizer,S_147,Y20 Z25 X30,X25 X26 X27 X28 X29
xyz2,Stabilizer,S_148,Y42 Z49 X56,X49 X50 X51 X52 X53 X54 X55
xyz2,Stabilizer,S_149,X81 Y90 Z98,X90 X91 X92 X93 X94 X103 X104 Y112 Z119
xyz2,Stabilizer,S_150,X113 Y120 Z126,X120 X121 X122 X123 X124 X125
xyz2,Stabilizer,S_151,X137 Y142 Z146,X142 X143 X144 X145
xyz2,Stabilizer,S_152,X153 Y156 Z158,X156 X157
xyz2,Stabilizer,S_153,Z3 Y5 X8,X2 X5
xyz2,Stabilizer,S_154,Z15 Y19 X24,X12 X13 X14 X19
xyz2,Stabilizer,S_155,Z35 Y41 X48,X30 X31 X32 X33 X34 X41
xyz2,Stabilizer,S_156,Z63 Y71 X80,X56 X57 X58 X59 X60 X61 X62 X71
xyz2,Stabilizer,S_157,X105 Z112 Y119,X88 X89 Y96 Z104 X112
xyz2,Stabilizer,S_158,X131 Z136 Y141,X132 X133 X134 X135 X136
xyz2,Stabilizer,S_159,X149 Z152 Y155,X150 X151 X152
xyz2,Stabilizer,S_160,X159 Z160 Y161,X160
xyz2,Logical,Logical X,X81 X82 X83 X84 X85 X86 X87 X88 X89,X56 X57 X58 X59 Z76 Y85 X94 X103 X104 Y112 Z119
xyz2,Logical,Logical Y,X64 X65 X66 X67 Z76 Y85 X94 X95 X96 X97,-
xyz2,Logical,Logical Z,X64 X65 X66 X67 Z76 X81 X82 X83 X84 Z85 X86 X87 X88 X89 X94 X95 X96 X97,-
