CodeFamily,Category,Label,Operator,Toggle
surface,Stabilizer,S_18,X33 X39 X40 X46,Z1 Z2 Z3 Z4 Z5 Z7 Z12 Z20 Z25 Z33 Z38 Z51 Z64 Z77 Z84
surface,Stabilizer,S_19,X34 X40 X41 X47,Z2 Z3 Z4 Z5 Z8 Z12 Z21 Z25 Z34 Z38 Z51 Z64 Z77 Z84
surface,Stabilizer,S_20,X35 X41 X42 X48,Z3 Z4 Z5 Z9 Z12 Z22 Z25 Z35 Z38 Z51 Z64 Z77 Z84
surface,Stabilizer,S_21,X36 X42 X43 X49,Z4 Z5 Z10 Z12 Z23 Z25 Z36 Z38 Z51 Z64 Z77 Z84
surface,Stabilizer,S_22,X37 X43 X44 X50,Z5 Z11 Z12 Z24 Z25 Z37 Z38 Z51 Z64 Z77 Z84
surface,Stabilizer,S_23,X38 X44 X45 X51,Z51 Z64 Z77 Z84
surface,Stabilizer,S_24,X46 X52 X53 X59,Z1 Z2 Z3 Z4 Z5 Z7 Z12 Z20 Z25 Z33 Z38 Z46 Z51 Z64 Z77 Z84
surface,Stabilizer,S_25,X47 X53 X54 X60,Z2 Z3 Z4 Z5 Z8 Z12 Z21 Z25 Z34 Z38 Z47 Z51 Z64 Z77 Z84
surface,Stabilizer,S_26,X48 X54 X55 X61,Z3 Z4 Z5 Z9 Z12 Z22 Z25 Z35 Z38 Z48 Z51 Z64 Z77 Z84
surface,Stabilizer,S_27,X49 X55 X56 X62,Z4 Z5 Z10 Z12 Z23 Z25 Z36 Z38 Z49 Z51 Z64 Z77 Z84
surface,Stabilizer,S_28,X50 X56 X57 X63,Z5 Z11 Z12 Z24 Z25 Z37 Z38 Z50 Z51 Z64 Z77 Z84
surface,Stabilizer,S_29,X51 X57 X58 X64,Z64 Z77 Z84
surface,Stabilizer,S_30,X59 X65 X66 X72,Z1 Z2 Z3 Z4 Z5 Z7 Z12 Z20 Z25 Z33 Z38 Z46 Z51 Z59 Z64 Z77 Z84
surface,Stabilizer,S_31,X60 X66 X67 X73,Z2 Z3 Z4 Z5 Z8 Z12 Z21 Z25 Z34 Z38 Z47 Z51 Z60 Z64 Z77 Z84
surface,Stabilizer,S_32,X61 X67 X68 X74,Z3 Z4 Z5 Z9 Z12 Z22 Z25 Z35 Z38 Z48 Z51 Z61 Z64 Z77 Z84
surface,Stabilizer,S_33,X62 X68 X69 X75,Z4 Z5 Z10 Z12 Z23 Z25 Z36 Z38 Z49 Z51 Z62 Z64 Z77 Z84
surface,Stabilizer,S_34,X63 X69 X70 X76,Z5 Z11 Z12 Z24 Z25 Z37 Z38 Z50 Z51 Z63 Z64 Z77 Z84
surface,Stabilizer,S_35,X64 X70 X71 X77,Z77 Z84
surface,Stabilizer,S_36,X72 X78 X79,Z1 Z2 Z3 Z4 Z5 Z7 Z12 Z20 Z25 Z33 Z38 Z46 Z51 Z59 Z64 Z72 Z77 Z84
surface,Stabilizer,S_37,X73 X79 X80,Z2 Z3 Z4 Z5 Z8 Z12 Z21 Z25 Z34 Z38 Z47 Z51 Z60 Z64 Z73 Z77 Z84
surface,Stabilizer,S_38,X74 X80 X81,Z3 Z4 Z5 Z9 Z12 Z22 Z25 Z35 Z38 Z48 Z51 Z61 Z64 Z74 Z77 Z84
surface,Stabilizer,S_39,X75 X81 X82,Z4 Z5 Z10 Z12 Z23 Z25 Z36 Z38 Z49 Z51 Z62 Z64 Z75 Z77 Z84
surface,Stabilizer,S_40,X76 X82 X83,Z5 Z11 Z12 Z24 Z25 Z37 Z38 Z50 Z51 Z63 Z64 Z76 Z77 Z84
surface,Stabilizer,S_41,X77 X83 X84,Z84
surface,Stabilizer,S_42,Z0 Z7 Z13,X13 X26 X39 X52 X65 X78
surface,Stabilizer,S_43,Z1 Z7 Z8 Z14,X14 X27 X40 X53 X66 X79
surface,Stabilizer,S_44,Z2 Z8 Z9 Z15,X15 X28 X41 X54 X67 X80
surface,Stabilizer,S_45,Z3 Z9 Z10 Z16,X16 X29 X42 X55 X68 X81
surface,Stabilizer,S_46,Z4 Z10 Z11 Z17,X17 X30 X43 X56 X69 X82
surface,Stabilizer,S_47,Z5 Z11 Z12 Z18,X18 X31 X44 X57 X70 X83
surface,Stabilizer,S_48,Z6 Z12 Z19,X6
surface,Stabilizer,S_49,Z13 Z20 Z26,X26 X39 X52 X65 X78
surface,Stabilizer,S_50,Z14 Z20 Z21 Z27,X27 X40 X53 X66 X79
surface,Stabilizer,S_51,Z15 Z21 Z22 Z28,X28 X41 X54 X67 X80
surface,Stabilizer,S_52,Z16 Z22 Z23 Z29,X29 X42 X55 X68 X81
surface,Stabilizer,S_53,Z17 Z23 Z24 Z30,X30 X43 X56 X69 X82
surface,Stabilizer,S_54,Z18 Z24 Z25 Z31,X31 X44 X57 X70 X83
surface,Stabilizer,S_55,Z19 Z25 Z32,X6 X19
surface,Stabilizer,S_56,Z26 Z33 Z39,X39 X52 X65 X78
surface,Stabilizer,S_57,Z27 Z33 Z34 Z40,X40 X53 X66 X79
surface,Stabilizer,S_58,Z28 Z34 Z35 Z41,X41 X54 X67 X80
surface,Stabilizer,S_59,Z29 Z35 Z36 Z42,X42 X55 X68 X81
surface,Stabilizer,S_60,Z30 Z36 Z37 Z43,X43 X56 X69 X82
surface,Stabilizer,S_61,Z31 Z37 Z38 Z44,X44 X57 X70 X83
surface,Stabilizer,S_62,Z32 Z38 Z45,X6 X19 X32
surface,Stabilizer,S_63,Z39 Z46 Z52,X52 X65 X78
surface,Stabilizer,S_64,Z40 Z46 Z47 Z53,X53 X66 X79
surface,Stabilizer,S_65,Z41 Z47 Z48 Z54,X54 X67 X80
surface,Stabilizer,S_66,Z42 Z48 Z49 Z55,X55 X68 X81
surface,Stabilizer,S_67,Z43 Z49 Z50 Z56,X56 X69 X82
surface,Stabilizer,S_68,Z44 Z50 Z51 Z57,X57 X70 X83
surface,Stabilizer,S_69,Z45 Z51 Z58,X6 X19 X32 X45
surface,Stabilizer,S_70,Z52 Z59 Z65,X65 X78
surface,Stabilizer,S_71,Z53 Z59 Z60 Z66,X66 X79
surface,Stabilizer,S_72,Z54 Z60 Z61 Z67,X67 X80
surface,Stabilizer,S_73,Z55 Z61 Z62 Z68,X68 X81
surface,Stabilizer,S_74,Z56 Z62 Z63 Z69,X69 X82
surface,Stabilizer,S_75,Z57 Z63 Z64 Z70,X70 X83
surface,Stabilizer,S_76,Z58 Z64 Z71,X6 X19 X32 X45 X58
surface,Stabilizer,S_77,Z65 Z72 Z78,X78
surface,Stabilizer,S_78,Z66 Z72 Z73 Z79,X79
surface,Stabilizer,S_79,Z67 Z73 Z74 Z80,X80
surface,Stabilizer,S_80,Z68 Z74 Z75 Z81,X81
surface,Stabilizer,S_81,Z69 Z75 Z76 Z82,X82
surface,Stabilizer,S_82,Z70 Z76 Z77 Z83,X83
surface,Stabilizer,S_83,Z71 Z77 Z84,X6 X19 X32 X45 X58 X71
surface,Logical,Logical X,X0 X13 X26 X39 X52 X65 X78,Z0 Z1 Z2 Z3 Z4 Z5 Z12 Z25 Z38 Z51 Z64 Z77 Z84
surface,Logical,Logical Y,Y0 Z1 Z2 Z3 Z4 Z5 Z6 X13 X26 X39 X52 X65 X78,-
surface,Logical,Logical Z,Z0 Z1 Z2 Z3 Z4 Z5 Z6,-
